Title	Department	Institution	Abstract	Start Date	End Date	Funding Agency	Researchers	Topic
Quantifying Energy and Nutrient Dispersal and Scales of Influence on Wild Species from Open-Water IMTA Sites		Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.	"This research, on methods to quantify the effect of mid-water nutrients in wild species, revealed that site-specific hydrographic conditions are critical components for colonization, growth, and quality of many nutrient extracting wild species that inhabit the coastal zone near aquaculture farms. One approach has been to sample wild species biocolonization to measure changes in diversity and growth in the “near-field” and “far-field”. This revealed that introduced habitats placed near and far from aquaculture sites attract very different species rather than altered growth of any one dominant organism. Differences in mid-water physical environment and the presence of appropriate habitat substrates, from cage structure or coastal topography, are as important to wild species colonization as the availability of nutrients alone. Another approach has sought to measure changing colour characteristics of wild algal species as a proxy to current analytical laboratory techniques to measure nitrogen concentrations in the water column or nitrogen content in algal tissues. Several species of naturally occurring algae (some of which may also be commercially important) exhibited changes in colour characteristics throughout their growing season. Within a relatively confined geographic location and season, the relationship between colour and tissue nutrient content (% nitrogen) is small. However, differences in colour and the relationship with % nitrogen is more pronounced among different locations and time periods and could be a potential tool to monitor changes in nutrient availability on a larger scale. This is key information to support the design of IMTA sites using nutrient extracting species, as well as to understand IMTA performance measures for those species integrated for the purpose of extracting aquaculture-related nutrients."	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Andrew Cooper (DFO); Thierry Chopin, Jonathan Day (UNBSJ); Cooke Aquaculture Inc.
"	Aquaculture - CIMTAN
"Can Filter-Feeding Bivalves Ingest Planktonic Sea Lice, Leading to Reduced Sea Lice Numbers on Cultivated Salmon?"		Fisheries and Oceans Canada (DFO); University of Victoria (UVic); Vancouver Island University (VIU); Grieg Seafood BC Ltd.; Marine Harvest Canada Limited	"The close proximity of salmon farms and wild Pacific salmon stocks in British Columbia (BC) is an important incentive for precautionary, environmentally-friendly sea lice management strategies. A field trial was conducted to determine whether IMTA filter-feeding bivalves can provide preventative, natural sea louse control by ingesting sea lice larvae (nauplii and copepodids) from the water column; a system that exploits the sea louse life cycle and the natural filtration capabilities of bivalves. Pacific Oysters, one of several bivalve species that consumed sea lice larvae in previous laboratory experiments, were grown at a commercial Atlantic Salmon farm in BC for 13 months. The 30,000 experimental oysters were deployed in trays at 1, 3, and 6 m around one end of the farm’s 2x7 square-cage array, and at a nearby reference site. Bivalve growth (both shell size and tissue biomass) was significantly affected by depth and side of the fish cage. Oysters from select sides were consistently, significantly larger than those from other sides and from the reference site. Sea lice mitigation by oysters was assessed by comparing monthly sea lice larval densities inside bivalve and non-bivalve fish cages, and by analyzing preserved oyster digestive tracts for presence of sea lice DNA. Using these methods, no significant evidence of sea lice mitigation was detected. Planktonic sea lice densities inside of the cages were low (typically < 1 m-3), and sea louse mitigation by bivalves may, therefore, require the larvae be concentrated using light or other means and/or the strategic placement of a higher density of bivalves. The development of non-chemical sea lice mitigation techniques, such as IMTA filter-feeding bivalves, may help improve the environmental, social, and economic performance of salmon farms. "	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Chris Pearce (DFO); Allison Byrne, Janis Webb (UVic; DFO); Stephen Cross (UVic); Simon Jones, Shawn Robinson (DFO); Matt Miller, Devan Johnson, Colleen Haddad (VIU; DFO); Grieg Seafood BC Ltd.; Marine Harvest Canada Limited"	Aquaculture - CIMTAN
"Presence, Effect, and Bioaccumulation of Therapeutants in Polychaetes"		University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); Cooke Aquaculture Inc.; 	"Ecto-parasites are common on Atlantic Salmon under cage culture conditions. Severe infestations require treatment with drugs and pesticides. Considerable research has been conducted to assess the risk of these compounds to non-target species, mostly focusing on indigenous species of known commercial or ecological value. In this project, the non-target species of interest is one being considered as a co-cultured species in an IMTA setting, the Sand Worm Nereis virens. As a co-cultured species, the worms would be exposed to compounds during routine anti-parasitic treatments. Worms were exposed, in treated water, sediment, or sand, to one drug (Slice®, active ingredient emamectin benzoate (EB)) and one pesticide (AlphaMax®, active ingredient deltamethrin). Survival was monitored, as well as sublethal indicators of “wellness”. Worms exposed to Slice® survived exposure to environmentally-relevant concentrations (~360 ?g/kg dry sand) of the product; however, in 30-day studies worms stopped burrowing in the treated substrate and showed signs of poor condition including loss of weight. Worms exposed to AlphaMax® died at concentrations well above the recommended dose, but survived exposures in sediment. Worms exposed to as little as 11 ?g/g of wet sediment in 30-day trials stopped burrowing and showed poor condition, including loss of weight. Anti-sea louse treatment could be hazardous to N. virens; however, in the absence of data regarding concentrations of EB or deltamethrin near cage sites, it is difficult to assess the potential risk to cultured worms. While the two anti-sea louse products are not particularly lethal to N. virens, worms were affected by exposure to these products and results indicate that anti-sea louse treatments have the potential to negatively affect this species. These negative effects could affect the suitability of this species to be co-cultured in IMTA. "	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	Karen Kidd (UNBSJ); Les Burridge (DFO); Jordana van Geest (DFO; UNBSJ); Geoffrey McBriarty (UNBSJ); Cooke Aquaculture Inc.	Aquaculture - CIMTAN
Mathematical Modelling for Open-Water IMTA: Developing Tools to Support System Design and Measures of Sustainability		University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); University of Guelph (U Guelph); Cooke Aquaculture Inc. 	"This project aimed to quantify efficiency of nutrient recovery and augmented growth in open-water IMTA systems. One study explored the seaweed biomass required to remove soluble nutrients from salmon culture. The mean weight ratios of the seaweeds Alaria esculenta and Saccharina latissima required to sequester all soluble nutrients excreted per unit weight of salmon range from 4:1 to 13:1, depending on the nutrient. Another study reported the proportion of fish farm solids ingested by mussels needed to reduce site-wide organic loading at an IMTA site, which ranged between 10% and 20%. A third study suggested the biomitigation potential of mussels will be greatest where seston abundance is low, organic dietary content high, and that achieving maximal waste extraction by mussel co-culture entails food particle depletion that may limit mussel production. Commercial Sablefish growth and nutrient loading were also modelled. Results suggested that the predicted peak nutrient loading in year two of production was only 1.7 times greater than the peak loading in year one, less than half the annual loading difference reported for cultured Atlantic Salmon. The slower relative growth rate of large Sablefish reduces the discrepancies between annual peak loading periods, enabling better matches of co-cultured species biomass with nutrient supply compared to more rapidly growing fish. Some field data were recently combined with Norwegian field data to publish a report on discrete water quality sampling at open-water aquaculture sites, their limitations and recommended strategies. Finally, project results are providing valuable inputs for an IMTA bio-economic model under development. This work has led to a better understanding of overall system efficiencies and has guided the effective development of open-water IMTA farms, through such mechanisms as the Canadian Science Advisory Secretariat review process to support policy development and management for Fisheries and Oceans Canada. "	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Gregor Reid (UNBSJ; DFO); Bruce MacDonald, Thierry Chopin (UNBSJ); Shawn Robinson, Peter Cranford (DFO); Margaret Quinton (U Guelph); Cooke Aquaculture Inc. "	Aquaculture - CIMTAN
Evaluating the Performance of Proposed and Existing IMTA Sites Using an Ecosystem Modelling Approach		Dalhousie University (Dalhousie U); Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.	"Maximizing the mitigation potential of open-water finfish-shellfish IMTA farms is complex in terms of co-locating the trophic components. Both the dispersal of finfish aquaculture wastes and biological processes are highly influenced by water circulation. Consequently, the evaluation of shellfish-finfish synergy requires a combined study of biological and physical processes, which can be achieved by the implementation and coupling of mathematical models. In the context of this project, a highly configurable mathematical model that can be applied at the apparent spatial scale of IMTA sites has been developed. The model tracks different components of the seston, including feed wastes, fish faeces, shellfish faeces, natural detritus, and phytoplankton. Based on the specific characterization of these fluxes to local conditions, the model can be used to explore different spatial arrangements of IMTA farms for evaluating finfish-shellfish farm mitigation efficiency. A hypothetical IMTA site was used as a testing ground of the model to explore mitigation efficiency under a broad range of environmental conditions and farm arrangements. The model predicts that: (1) mitigation efficiency is highly dependent on the background environmental conditions, obtaining maximal mitigation under oligotrophic conditions that stimulate shellfish filtration activity; (2) the dominance of vertical fluxes of particulate matter triggered by the high settling velocity of finfish aquaculture wastes suggests that suspended shellfish aquaculture cannot significantly reduce organic loading of the seabed; and consequently, (3) waste mitigation at IMTA sites should be best achieved by placing organic extractive species (e.g., deposit feeders) on the seabed directly beneath finfish cages rather than in suspension in the water column."	SEP. 2012	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Jonathan Grant (Dalhousie U); Ramón Filgueira (Dalhousie U); Peter Cranford, Thomas Guyondet (DFO); Gregor Reid (UNBSJ; DFO); Cooke Aquaculture Inc."	Aquaculture - CIMTAN
Extensive Versus Intensive IMTA Systems – Hydrographic Influences and the Implications to Infrastructure Design and Operational Efficiency		University of New Brunswick - St. John (UNBSJ); University of New Brunswick – Fredericton (UNBF); Fisheries and Oceans Canada (DFO); University of Victoria (UVic); SEA Vision Group Ltd.; GMG Fish Services Ltd.; Marine Harvest Canada Limited	"This project helped to quantify near and far-field hydrodynamics of square and circular cage arrays to guide in the placement of co-cultured species. Initial project work utilized the Finite-Volume primitive equation Community Ocean Model (FVCOM) to model localized currents around an IMTA site in Kyuquot Sound, Vancouver Island, to explore influences at the bay-scale. This was followed by the development of 1:15 scale model cage-arrays, which were deployed in the Flume Tank facility at Memorial University of Newfoundland. Current meters measured wake, velocity, and turbulence around circular and square aquaculture cage-arrays, deployed in common configurations used on the west and east coasts. Dye release studies showed how flow fields in and around cages behaved within and down-stream from the array. Results quantified large velocity deficits in cages wakes, flow forcing around and below cages, and unsteadiness of large scale turbulence in array wakes. The dye release data agree well with wake velocity measurements. This work has led to a better understanding of overall system efficiencies and has guided the effective development of open-water IMTA farms, through such mechanisms as the Canadian Science Advisory Secretariat review process to support policy development and management for Fisheries and Oceans Canada."	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Gregor Reid (UNBSJ; DFO); Tiger Jeans, Adam Turner (UNBF); Mike Foreman (DFO); Stephen Cross, Di Wan (UVic); SEA Vision Group Ltd.; GMG Fish Services Ltd.; Marine Harvest Canada Limited
"	Aquaculture - CIMTAN
"A Variation on the IMTA Theme for Land-Based, Freshwater Aquaculture Operations: The Development of Freshwater IMTA (FIMTA) for Salmon and Aquaponic Plants"		University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.	"Freshwater IMTA (FIMTA) applies the same principles as those used in marine IMTA, but in a freshwater setting. Aquaponics is a form of FIMTA that combines animal aquaculture and plant culture, through a microbial link and in a symbiotic relationship. Wastes produced from the fish are either absorbed directly by the plants or converted by microbes and then consumed by the plants. The development of our FIMTA system involved a two-part investigation. The first part was to identify a suitable freshwater salmon hatchery. This was done with routine water testing at a number of sampling locations within eight hatcheries (4 flow-through and 4 recirculating). The data were used to select a hatchery for further development and to also create a software program that can be used by hatchery managers to quickly identify inadequacies in their water treatment systems and effluent discharge. The second part of the investigation was to collect effluent water from the selected hatchery and use it in a temperature and light controlled pilot-scale FIMTA/aquaponic system to test potential plant species in terms of growth and nutrient removal capabilities. Biochar produced from IMTA grown kelps was used as a substrate. A total of 13 plant species were tested at temperatures of 10-15°C, as this is the optimal water temperature range for growing salmon in freshwater hatcheries. The ability of the system to remove nutrients from the collected salmon effluent varied depending on the species selected and the biomass they produced, as well as the variability of nutrient levels in the collected effluent. The analyses indicated that recirculating hatcheries are more valuable candidates for FIMTA systems than conventional flow-through hatcheries. The development of FIMTA for commercial salmon hatcheries will aid in the completion of IMTA from egg to plate. Not only can this be useful for branding purposes, but it can also aid farmers in waste reduction, increased water reuse, increased product diversification, and improvement of societal acceptance of the industry. In particular, reducing phosphorus levels in effluents can help farmers meet water quality guidelines and prevent eutrophication in the environment. IMTA and FIMTA are included in the Canadian Organic Aquaculture Standard. "	SEP. 2012	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Thierry Chopin (UNBSJ); Stacy Murray, Hamid Khoda Bakhsh, Ellen Belyea, Adrian Hamer (UNBSJ); Cooke Aquaculture Inc.
"	Aquaculture - CIMTAN
Spatial and Temporal Particulate Dynamics and Their Influence on Update Species Placement at an IMTA Site		University of Victoria (UVic); University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); Kyuquot SEAfoods Ltd.	"Environmental concerns about the location of open-water aquaculture sites are based on issues such as organic wastes, primarily made up of uneaten feed and fecal material. IMTA can potentially minimize this issue by placing species that capture the produced organic matter. The main goal of this project was to investigate the open-water daily temporal and vertical dispersal of waste particles for better defining the placement of extractive species and the required background environmental conditions at an IMTA site on the west coast of Vancouver Island. We conducted in situ measurements, before and after fish feeding, of bio-optical properties, such as particle light scattering and backscattering as proxies for organic particle concentrations, and particulate backscattering ratio and estimated particle index of refraction as indicators of particle compositions, along with discrete measurements of high performance liquid chromatography (HPLC) derived pigments and particulate organic carbon, within and beside a finfish cage in the autumn, spring, and summer. During autumn, lower-cage post feeding optical measurements suggest the dominance of large particles with high indices of refraction, possibly due to the influence of fish fecal particles. Optical variability in spring was driven by diatom bloom conditions (Chaetoceros and Skeletonema) with the optical proxies suggesting dominance by large particles with low indices of refraction. Summer conditions displayed noticeably high and persistent particulate backscattering in surface waters, suggesting the presence of an Emiliania huxleyi bloom. Optical characterization of particulate waste dispersal is constrained to low ambient seston conditions, and would be beneficial for environmental monitoring of ambient particles moving through aquaculture systems. Tracking and quantifying particulate wastes in these sites generally relies on time consuming, expensive, and low temporal and spatial resolution discrete sampling methods. We utilized in situ bio-optical sensors to collect data at high temporal and vertical resolutions to track particulates within and beside a finfish aquaculture cage. "	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Maycira Costa (UVic); Stephen Cross, Justin Del Bel Belluz (UVic); Gregor Reid (UNBSJ; DFO); Kyuquot SEAfoods Ltd."	Aquaculture - CIMTAN
Design and Demonstration of a Renewable Energy System Powering an IMTA Site		University of Victoria (UVic); Kyuquot SEAfoods Ltd.	"IMTA aims to reduce the environmental impacts of seafood production. However, as most sites are quite remote, diesel fuel is the primary fuel but is clearly non-sustainable from climate change and fuel spill risk perspectives. This project demonstrated a renewable energy system starting with a detailed assessment of the solar, wind, tidal, and wave resources on-site along with the loads associated with dockside operations (primarily for extractive species hoists). The site is purposely sheltered from the open sea, and therefore only solar was found to be viable, although this is likely different at other IMTA sites. A solar-battery system was optimized with particular emphasis on fine-grained temporal resolution to ensure the peak loads, as well as average energy, were satisfied throughout the year. Diesel genset back-up was also considered alongside full battery systems. Mounting of the solar panels and battery bank was also investigated on-board the dockside tram and in stationary locations on the docks. In the end, a system with genset backup was found to be most cost effective to meet extreme power loads in case of protracted low solar irradiation during winter. The system has been installed on site for long term in situ testing and validation of the design, and the modeling tool is available for optimizing such renewable energy systems at other IMTA sites. Renewable energy provision on site is both viable and critical to achieving truly sustainable operations by avoiding the burning of fossil fuel, as well as associated environmental contamination risks of spills. This project developed a tool for designing such systems and implemented a field demonstration of the system components. "	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Curran Crawford (UVic); Stephen Cross, Adam Gray, Nima Tehrani, Pouya Amid (UVic); Kyuquot SEAfoods Ltd.
"	Aquaculture - CIMTAN
Optimizing IMTA Species Components Stocking Densities and Infrastructure Orientation to Maximize Overall System Efficiency		Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); University of Victoria (UVic); Vancouver Island University (VIU); Cooke Aquaculture Inc.; Effingham Oysters Ltd.; Kyuquot SEAfoods Ltd.	"To improve the sustainability of IMTA systems, extractive species stocking densities and infrastructure orientations need to be optimised such that they maximise the interception of excess fish-farm nutrients and IMTA efficiency. In order to achieve this objective, the dynamics of nutrient transfer within the site needs to be understood to choose the best configuration and species mix. On the east coast, empirical studies were done on flow patterns and organic particle dilution rates and their potential utilization by farmed and wild species was studied on conventional and IMTA salmon sites to provide input on a model for site efficiency. Results indicated substantial spatial and temporal variation in flows around the farm. On the west coast, the project was focused on optimizing the benthic extraction of nutrients within an IMTA system using the detritus-feeding California Sea Cucumber, Parastichopus californicus. The California Sea Cucumber has been established as a promising candidate for IMTA due to its ability to extract benthic nutrients and its high market value. This study confirmed the potential for cultivation of juvenile P. californicus within suspended trays of an IMTA system. The results of a six-month field trial indicated a positive effect of co-culture with oysters with greater food availability and higher containment success compared to a control site 320 m away. In examining different suspended tray designs, we determined that reduced food availability increases the occurrence of visceral atrophy, reduces sea cucumber growth, and decreases overall IMTA system nutrient recycling efficiency. A trade-off between containment and food availability was found for the co-cultured sea cucumbers. Expanding our knowledge of nutrient transfer within current IMTA site designs will help the industry develop their infrastructure and also provide inputs into future designs of aquaculture farms. These studies will also contribute to the understanding of the risk of various materials advecting away from the farm point-source in relation to the dilution rates. Expanding our knowledge of P. californicus as a benthic extractive species within IMTA systems and addressing issues such as containment of this species will be mutually beneficial to resource managers and industry partners."	JAN. 2013	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Shawn Robinson (DFO); Bruce MacDonald, Taryn Minch, Thierry Chopin (UNBSJ); Gregor Reid (UNBSJ; DFO); Chris Pearce (DFO); Stephen Cross, Angela Fortune, Hailey Davies (UVic); Colleen Haddad (VIU); Cooke Aquaculture Inc.; Effingham Oysters Ltd.; Kyuquot SEAfoods Ltd.
"	Aquaculture - CIMTAN
Economic Implications of IMTA		Simon Fraser University (SFU)	"Our research has addressed key economic aspects of the aquaculture commercialization process in Canada, namely benefits for consumers of aquaculture products and society at large, as well as potential producer benefits. In the first case, extensive household surveying in the major consuming region (west coast, USA) demonstrated a clear willingness to pay more for IMTA products (e.g., salmon, shellfish)–averaging 9% more for IMTA versus conventional farmed salmon. Salmon consumers were also willing to pay more for IMTA products versus those from closed containment aquaculture (CCA). The reverse was true in the producing region (British Columbia, Canada) when the general public was asked about their willingness to pay to support the development of IMTA versus CCA: CCA attracted greater levels of support. In general, preferences for IMTA were stronger in the USA than in Canada (see figure attached), while preferences for CCA were stronger in Canada than in the USA, where a small segment of consumers actually see CCA negatively. On the producer side, the results are only just emerging. Earlier economic studies suggested IMTA is more profitable than conventional salmon farming. But if this is true, why has it not been adopted more extensively? Earlier studies likely underestimated the added costs of IMTA production, such as the extra management costs and risk associated with a more complex production system. We are carrying out more rigorous modelling to factor in real world constraints, such as effluent standards and site licensing limits, and to investigate policy tools to promote IMTA. Our main impact will be on how policymakers respond to the problems associated with monoculture salmon farming and on how to help assess the role IMTA should play in the process. This can influence the design of programs and incentives to help the industry better align its activities to benefit society."	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Duncan Knowler (SFU); Patrick Kitchen, Winnie Yip, Kim Irwin, Stefan Crampton, Hossein Ayouqi, Mark Carras (SFU)
"	Aquaculture - CIMTAN
Social Implications of IMTA: Coastal Communities and the Appetite for Aquaculture		University of Victoria (UVic); Vancouver Island University (VIU)	"Our work has continued along the tenets of social license and perceptions of IMTA in Canada. In 2015, we co-hosted information workshops where an exchange of dialogue and knowledge explored the particular and nuanced interests of British Columbia First Nations communities. Building on this work we sought to further explore perceptions of IMTA amongst coastal communities of the west and east coasts of Canada, and to situate these perceptions amongst finfish, shellfish, and seaweed aquaculture, as well as seafood consumption and purchase preferences. Survey teams were dispatched to the small coastal communities (populations < 5,000 inhabitants) of Vancouver Island in British Columbia, and to the Maritime communities along the coast of Prince Edward Island, New Brunswick, and Nova Scotia. Together, the teams collected 657 survey interviews. Preliminary findings indicate significant differences in awareness of aquaculture and in perceptions, and between the two coasts. The overall response to IMTA was favourable. In British Columbia and the Maritimes, the majority of respondents thought the government should encourage the present finfish aquaculture industry to adopt IMTA methods (54% and 71%, respectively), and over 65% of respondents from both coasts would support the development of new aquaculture farms based on the IMTA production system. Notably, 44% of British Columbia respondents and 35% of east coast respondents said they would pay more for products certified as IMTA; however, almost half of all respondents also identified that they do not purchase farmed seafood, citing their ability to access and obtain wild seafood through personal means or social networks. Our research indicates that the adaptability of the IMTA system is its greatest asset in its future development. Different interest groups will express different values in the design, scale and operations of a system amidst a variegated geographic and often contentious political landscape that has characterized much of Canada’s aquaculture development. In the new era of participatory governance, the undermining or absence of including significant interest groups may pre-emptively determine the future of IMTA development."	JAN. 2010	JAN. 2017	Natural Sciences and Engineering Research Council of Canada (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.	"Mark Flaherty (UVic); Stephen Cross, Erin Latham, Katie Tebutt (UVic); Grant Murray (VIU)
"	Aquaculture - CIMTAN
"Developing an Ecological Carrying Capacity for Shellfish Aquaculture in Baynes Sound, British Columbia"		Fisheries and Oceans Canada (DFO); BC Shellfish Growers Association; Mac’s Oysters Ltd.; Hollie Wood Oysters Ltd.	"In British Columbia (BC), shellfish culture is located primarily on the west coast of Vancouver Island and the Strait of Georgia, with the most prolific production sites associated with Baynes Sound, Cortez Island, and Okeover Inlet. Although the culture of shellfish was developed over 100 years ago in BC, little research exists pertaining to the ecological capacity of shellfish production in these prolific, sheltered bays. Shellfish production is influenced by a balance of water quality, hydrodynamics (bay flushing), and food supply (plankton). A carrying capacity assessment is required to assess this balance and identify any bay-wide limitations due to a potential competition for resources or shift in ecosystem functioning. A high-resolution, spatially-explicit hydrodynamic-biogeochemical coupled model [e.g., Finite Volume Community Ocean Model (FVCOM)–Bivalve Culture Ecosystem Model] is being developed to assess the ecological carrying capacity of shellfish aquaculture in Baynes Sound. These mathematical models, groundtruthed with local data, will integrate the complex interactions among aquaculture activities, shellfish physiology, and the ecosystem. "	OCT. 2011	MAR. 2018	"DFO–Program for Aquaculture Regulatory Research (DFO–PARR)
"	"Terri Sutherland (DFO); Peter Cranford, Chris Pearce, Hannah Stewart (DFO); BC Shellfish Growers Association; Mac’s Oysters Ltd.; Hollie Wood Oysters Ltd.
"	Aquaculture - Shellfish
"Microplastics and Shellfish Aquaculture: Investigating Presence, Extent, and Potential Impacts and Mitigation Measures"		"Vancouver Island University (VIU); Fisheries and Oceans Canada (DFO); Vancouver Aquarium; BC Shellfish Grower’s Association
(BCSGA); Little Wing Oysters; Okeover Organic Oysters; Sawmill Bay Shellfish; Taylor Shellfish; Stellar Bay Shellfish; Evening Cove Oysters; Nanoose Bay Oysters"	"Microplastics (i.e., plastics < 5 mm) are an emerging contaminant of increasing concern to industry, scientists, and the general public. Microplastics are ubiquitous in the marine environment and come from a wide range of sources including sewage effluent and general degradation of larger plastics. There are several types of microplastics such as microbeads, fibres, and fragments which are ingested by a wide range of organisms. Ingestion of microplastics can have negative physical and chemical impacts on the organisms that consume them. Because of this, the aquaculture industry has the potential to be negatively affected by microplastic pollution. Conversely, because of the use of plastics in the aquaculture industry there is also the potential to contribute to microplastic pollution. To address these issues, we are conducting a collaborative study with VIU, DFO, BCSGA, Vancouver Aquarium, and UVic. This research will: 
1) determine the concentration of microplastics in clams and oysters cultured in coastal British Columbia; 
2) determine the concentration of microplastics in the surrounding environment; 
3) characterize the type of microplastics found and identify potential sources;
4) evaluate depuration as a potentialmechanism to eliminate microplastics;and 5) investigate the impact of microplastics on shellfish health and resilience. This research will show the level of microplastic pollution within commercial shellfish and their surrounding environment. It will also indicate the efficacy of depuration to remove this contaminant, the implications of microplastic ingestion on shellfish health, and potential microplastic sources.
"	JUL. 2016	MAR. 2018	": DFO–Aquaculture Collaborative Research and Development Program (DFO–ACRDP); BC Shellfish Grower’s Association
(BCSGA)

"	"Sarah Dudas (VIU); Helen Gurney-Smith, Chris Pearce (DFO); Chris Pearce (DFO); Peter Ross (Vancouver Aquarium); Garth Covernton, Maggie Dietterle, Matt Miller, Kayla Balmer, Monique Raap (VIU); Darlene Winterburn (BCSGA); Yves Perreault (Little Wing Oysters); Andre Comeau, Chris Roberts (Okeover Organic Oysters); Dave Ritchie, Steve Pocock (Sawmill Bay Shellfish); Brian Yip (Taylor Shellfish); Keith Reid (Stellar Bay Shellfish); Andrew Dryden (Evening Cove Oysters); Pete McLellan (Nanoose Bay Oysters) 

"	Aquaculture - Shellfish
