Title,Department,Institution,Abstract,Start Date,End Date,Funding Agency,Researchers,Topic
QUAHOG (MERCENARIA MERCENARIA) SEEDSTOCK PRODUCTION FOR REMOTE SETTING IN NOVA SCOTIA,,"University of British Columbia (UBC); Dalhousie University (Dalhousie U); Gulf Aquaculture Association (GAA)
","Quahog or hard clam (Mercenaria mercenaria) is an edible marine bivalve mollusc commonly found along the eastern shores of North America and Central America, ranging from Prince Edward Island to the Yucatan Peninsula. Due to strong market demand, there has been an interest to expand the production of quahogs in the Maritimes. The Gulf Aquaculture Association (GAA), based in Northumberland Strait, requested assistance from Nova Scotia Department of Fisheries and Aquaculture (NSDFA) and the Aquaculture Centre at Dalhousie University to assist the industry to improve quahog production in the province. Jesse Ronquillo (Principal Investigator) and Audrie-Jo McConkey (Shellfish Instructor and Algologist) devised innovative procedures in the spawning and larval rearing of quahog to produce the needed seedstock. Selected species of microalgae rich in highly unsaturated fatty acids (HUFA) were mass-produced continuously in an inventive way to provide abundant and diversified source of live feeds to larvae until they reach pediveliger or eyed-larvae that were used by shellfish growers in Northumberland Strait for remote setting. Over 97 million seedstock were produced in about a month for the grow-out operations of the shellfish growers in Nova Scotia. The developed protocol for inducing broodstock spawning could improve quahog gamete production and simplify hatchery operations and management. The innovative technique for efficient and inexpensive culture of microalgae can be replicated as needed to improve commercial shellfish hatchery production and operations. ",MAR. 2012,OCT. 2012,"Nova Scotia Department of Fisheries and Aquaculture (NSDFA); Gulf Aquaculture Association (GAA)

",Jesse Ronquillo (UBC); Audrie-Jo McConkey (Dalhousie U); Paul Budrewski (GAA); Ronakkumar Desai (Dalhousie U),Aquaculture - Shellfish
OCEAN ACIDIFICATION EFFECTS ON SHELLFISH AQUACULTURE,,"Fisheries and Oceans Canada (DFO); Island Scallops, Island Sea Farms Inc.; Taylor Shellfish Farms Canada; Limberis Seafoods Ltd.; Odyssey Shellfish Ltd.; Kyuquot Seafoods Ltd.","Rising atmospheric CO2 levels increases pCO2 in seawater, lowering the pH and causing ocean acidification which can profoundly affect shellfish aquaculture. Surface pCO2 can also rise in coastal regions due to the upwelling of deep, ancient water. While pCO2 levels are anticipated to rise consistently in the greater ocean due to elevated atmospheric CO2, coastal upwelling regions are already experiencing dramatic fluctuations in pCO2 that encompass the upper limits expected in the greater ocean in over 100 years’ time. Coincident with observations of enhanced pCO2 variation and potentially a higher average pCO2 experience along the BC and Washington State coastlines has been dramatic failures of shellfish aquaculture production both in the hatcheries and in ocean grow-out sites. This project was undertaken to begin collecting data and information in support of a causal link between reduced industry performance and pCO2, as well as to identify vulnerable developmental stages and physiologies. A clear signature of development was observed in the microarray data for both scallops and oysters. However, while there appeared to be a negative growth response to elevated pCO2 during some time periods, there was no consistent gene expression pattern differentiating treatments in the microarray data. However, it was found that there may be some level of acclimation possible, i.e., individuals that survive adverse conditions as larvae will perform better under those conditions as juveniles. This may point to an alternate larval rearing strategy that may benefit industry through the rearing of larvae under sub-lethal adverse conditions and selecting the most robust for settling and ocean ranching.",APR. 2011,JUL. 2013,"DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Island Scallops; Island Sea Farms Inc.; Taylor Shellfish Farms Canada; Limberis Seafoods Ltd.; Odyssey Shellfish Ltd.; Kyuquot Seafoods Ltd.

","Kristi Miller-Saunders (DFO); Island Scallops, Island Sea Farms Inc.; Taylor Shellfish Farms Canada; Limberis Seafoods Ltd.; Odyssey Shellfish Ltd.; Kyuquot Seafoods Ltd.",Aquaculture - Shellfish
"DEVELOPING A CARRYING CAPACITY FRAMEWORK FOR BAYNES SOUND, BRITISH COLUMBIA",,Fisheries and Oceans Canada (DFO),"Shellfish aquaculture is an important activity in coastal environments. Successful culture of suspension-feeding shellfish relies heavily on the supply of phytoplankton food which is mainly controlled by hydrodynamic factors in estuaries with strong gradients in flushing characteristics (e.g., Baynes Sound, Strait of Georgia, B.C.). Large cultured bivalve populations may potentially deplete particles from the water column much faster than flushing or phytoplankton production can renew them on a local scale (farm depletion). Although re-suspension events or organic-rich sediments may provide a buffer against a fluctuating planktonic food supply, areas prone to re-suspension of silt-laden flocs may shutdown feeding of shellfish. The main objective of this project is to develop a carrying capacity model for shellfish production in Baynes Sound. The project will focus on establishing a particulate budget for the Sound and providing a real-time assessment of the current state of benthic and pelagic conditions in support of the development of siting criteria. Longer term goals involve developing circulation and nutrient models that describe the hydrodynamic and biological controls on particulate concentrations in Baynes Sound. These models will be coupled with shellfish assimilative estimates to determine the influence of shellfish production on benthic and water column quality. ",APR. 2011 ,MAR. 2015,"DFO – Program for Aquaculture Regulatory Research (DFO – PARR)
","Terri Sutherland (DFO); Peter Cranford, Chris Pearce, Hannah Stewart (DFO)",Aquaculture - Shellfish
DETERMINATION OF OPTIMAL MICROALGAL DIETS AND FEEDING RATIONS FOR LARVAE AND SEED OF THE GEODUCK CLAM (PANOPEA GENEROSA) ,,"Fisheries and Oceans Canada (DFO); University of British Columbia (UBC); Klahoose Shellfish Limited Partnership; Key Laboratory of Mariculture, Ministry of Education, Ocean University of China, Qingdao, China","The geoduck clam aquaculture industry has been constrained by the lack of a reliable seed supply (due to very high larval mortality), indicating significant problems with the current hatchery production strategies. In order to establish hatcheryrearing protocols of a cultured bivalve species, it is necessary to examine a number of biotic and abiotic factors, such as temperature, diet quality, and diet quantity. This research aimed to determine optimal temperature, microalgal diets, and feeding rations for P. generosa larvae and seed. Optimum microalgal diets were identified for larval and young juvenile geoduck clams. Optimum temperature and rations were identified for various size classes of young juvenile clams. These results will improve the reliability and production capacity of geoduck hatcheries in British Columbia and will help alleviate the hatchery bottleneck in the culture of geoduck clams. With improved hatchery knowledge, the aquaculture industry will be able to produce more geoduck seed (and more reliably) for outplanting. ",AUG. 2010,OCT. 2013,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Klahoose Shellfish Limited Partnership ,"Chris Pearce (DFO); Wenshan Liu, Ian Forster (DFO); Scott McKinley, Bianca Arney (UBC); Yichao Ren (Key Laboratory of Mariculture, Ministry of Education, Ocean University of China, Qingdao, China); Klahoose Shellfish Limited Partnership ",Aquaculture - Shellfish
FISH-KELP CO-CULTURE: A FEASIBILITY STUDY FOR THE COMMERCIAL SCALE INTEGRATION OF KELP CULTURE WITH FINFISH PRODUCTION IN COASTAL BRITISH COLUMBIA,,North Island College (NIC); University of Victoria (UVic); Creative Salmon; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.; Cermaq Canada Ltd.; SEA Vision Group,"This research will provide a detailed technical and socio-economic assessment for the development of a kelp aquaculture sector in coastal British Columbia. This project critically evaluates the commerical-scale production potential for Laminaria kelps adjacent to the fish farm facilities in coastal British Columbia. Historical water quality data and performance trails at 15 farm sites will be used to assess growth rates, tissue quality, and annual extrapolated production capacity among the farm sites given available tenure space. The analysis will include production capacity, product positioning and markets, product value, capital and operating costs, secondary industry support requirements, staffing and training needs, business models, and sector growth potential. Initial (Year 1) farm trial results indicated a 38% enhanced growth of kelp cultured within the nutrient plume downstream of a fish farm, supporting the anticipated and additional benefits of environmental impact mitigation using this basic, Intergated Bi-Trophic Aquaculture approach. 

",JUL. 2013,JUN. 2018,Natural Sciences and Engineering Research Council (NSERC),Stephen Cross (NIC – CARTI); Nicholas Sherrington (UVic); Creative Salmon; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.; Cermaq Canada Ltd.; SEA Vision Group,Aquaculture 
HIGHER TROPHIC LEVEL RESPONSES TO SHELLFISH AQUACULTURE HABITAT MODIFICATIONS,,Vancouver Island University (VIU); University of Victoria (UVic),"These findings will indicate how, and to what extent, juvenile salmonids and intertidal fish are utilizing shellfish aquaculture structures as habitat with potential implications for shellfish aquaculture practices and regulations. They will also provide information on the potential value of shellfish aquaculture structures as rearing and feeding habitats for juvenile Pacific salmon in this region. Intertidal shellfish farms are prominent on the shoreline of Baynes Sound, British Columbia. In this region, approximately 50% of Manila Clams and 30% of Pacific Oysters produced by the province are grown. Additionally, many rivers and streams run into this area, providing valuable Pacific salmon spawning habitat from which juvenile salmon then emerge and use the nearshore areas to feed and grow. The goal of this project is to determine the habitat value of intertidal shellfish aquaculture tenures for juvenile salmonids and intertidal fish communities. During the spring/summer of 2014, juvenile salmonids and intertidal fish were sampled at shellfish leases and nearby reference sites. Fish species, abundance, and stomach contents will be analyzed for spatial and temporal trends. Site attributes such as habitat complexity and vegetation will also be investigated. Fish community parameters to be compared include, juvenile/adult ratio, species diversity and richness, body size by species, and functional diversity. Functional diversity is essentially a measure of ecosystem integrity based on the characteristics of the individuals found in the selected habitat. Given the increased shoreline complexity associated with shellfish aquaculture, we expect shellfish tenures to provide significant habitat value to fish. ",SEP. 2013,AUG. 2015,"Canada Research Chairs Program; Canada Foundation for Innovation; British Columbia Knowledge Development Fund; Vancouver Island University; University of Victoria, Natural Sciences and Engineering Research Council (NSERC )","Sarah Dudas (VIU); Robert Bourdon, Brenna Collicutt (UVic, VIU); Katie Davidson (VIU); Francis Juanes (UVic)",Aquaculture 
THE FARMS OF OPPORTUNITY PROGRAM – AN INTEGRATED WATER QUALITY MONITORING AND MANAGEMENT NETWORK FOR COASTAL AQUACULTURE,,North Island College (NIC); Creative Salmon; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.; Cermaq Canada Ltd.; SEA Vision Group; Island Telemetrics,"Development of an autonomous water quality monitoring network will result in the collection and compilation of valuable spatial and temporal data that will be able to support aquatic animal health assessments as well as regional issues that may arise as a result of coastal climate change. In the 1970’s, DFO Science initiated a program that opportunistically gathered open ocean data by placing instrumentation in the bows of freighters that routinely travelled between Asia and Vancouver – the Ships of Opportunity Program (SO P). With today’s rapidly changing climate, the impacts to our oceans and specifically to our coastal waters may have serious implications to aquaculture production. Using the SO P concept, this project is developing a Farms of Opportunity Program that will collect consistent, high-quality water quality information from a network of farm sites located at selected (if not all) aquaculture farm sites in coastal British Columbia. The project team is designing a web-controlled (programmable) water quality profiling station that can be secured at an optimal location on each farm. Powered by solar energy, the individual stations will be linked, via a localized telemetry network, to a single regional base station that will relay data to/from a central data archive and management platform using satellite or cellular protocols. The project is developing and testing system and network components (hardware and software) at four farm sites as a demonstration initiative. ",JUL. 2013,JUN. 2018,Natural Sciences and Engineering Research Council (NSERC),Stephen Cross (NIC – CARTI); Steve Morgan (Island Telemetrics); Creative Salmon; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.; Cermaq Canada Ltd.; SEA Vision Group; Island Telemetrics,Aquaculture 
BRINGING THE FARM TO THE CITY: AN INTERACTVE LIVE VIDEO PLATFORM FOR PUBLIC AWARENESS AND EDUCATION INITIATIVES,,North Island College (NIC); SEA Vision Group; Odyssey Shellfish; Creative Salmon; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.; Cermaq Canada Ltd.,"Development of an interactive, live video feed that supports public education for aquaculture represents an important social aspect for the sustainable development and growth of the sector in Canada. These tools will also be valuable to ongoing curriculum development in the classroom… from high school through university. Operating, for the most part, in remote coastal locations, particularly in British Columbia, the general public has little opportunity to visit and understand how aquaculture facilities work. In an effort to make aquaculture accessible, a web-based viewing platform is being developed to allow user control (web-based interface) of remote cameras situated in a cross-section of locations across industry – both above and below water. We will trial these systems for use in the classroom (North Island College, University of Victoria), and as “interactive” features in long term aquaculture displays such as those developed in the Comox Valley Visitors Centre, the Ucluelet Aquarium, the Campbell River Discovery Passage Aquarium, and the Vancouver Public Aquarium. The attraction of a “joystick” that allows camera movement, including deployment into a cage of fish and along the outer edge of a stack of oyster trays, will engage a public that generally has a limited perception of what aquaculture is all about. If a picture is worth a thousand words then a live video feed can only be considered “priceless”. 

",JUL. 2013,JUN. 2018 ,Natural Sciences and Engineering Research Council (NSERC) ,Stephen Cross (NIC – CARTI); NIC- Remote Web-Based Science Laboratory (RWSL); SEA Vision Group; Odyssey Shellfish; Creative Salmon; Marine Harvest Canada Limited; Grieg Seafood BC Ltd.; Cermaq Canada Ltd.,Aquaculture 
CAPTURING SOCIAL VALUES IN OCEAN MANAGEMENT AND PLANNING: NEW TOOLS FOR NEW TIMES,,Vancouver Island University (VIU); BC Commercial Fishing Caucus; Pacific Marine Analysis and Research Association,"Healthy marine social-ecological systems, including aquaculture and fisheries, are significant to the social and economic wellbeing of coastal communities. However, marine socioecological systems are threatened by human-caused pressures. A common response to these pressures has been an increase in participatory management and planning processes, intended to accommodate and integrate input from all sectors. One of the key challenges to this happening is the current reliance on economic values as proxies for human socio-cultural values and/or the omission of key social and cultural considerations. While most agree that social values are important, gathering information on people’s values regarding the ocean has proved to be challenging. We completed a pilot study using the “Q-method” to capture social values in the seafood sector in Campbell River, B.C. The Q-method combines qualitative and quantitative information and is increasingly used to explore subjective understandings of people in resource management contexts. This research aimed to capture and categorize people’s social values/ preferences relative to seafood and the ocean. The results illustrate the complexity and inter-relatedness of values, that values do no align neatly with sub-sector (e.g., harvesting, processing, fisheries, aquaculture, etc.), and the importance of context to social values related to seafood and the ocean. We found that differences are not polarized into opposing “for” or “against” positions but are complex and nuanced. Our study also demonstrates that individuals’ social values do not align within seafood sub-sectors (e.g., fishing, aquaculture, processing, retail, etc.) but rather cut across sets of preferences. ",NOV. 2011,DEC. 2013 ,Social Sciences and Humanities Research Council (SSHRC ) ,"Patricia MacDonald (VIU); Grant Murray, Michele Patterson (VIU); Jim McIsaac (BC Commercial Fishing Caucus); Heather Coleman (Pacific Marine Analysis and Research Association)   ",Aquaculture 
UTILIZING ALTERNATE WAVELENGTHS TO INCREASE LEVELS OF THE OMEGA -6 ARACHIDONIC ACID (ArA) IN MICROALGAE,,Dalhousie University; University of British Columbia (UBC),"The result of this study will help improve the efficient production of arachidonic acid (ArA) using microalgae for human health and for use in aquaculture feeds. Selected microalgal species from the classes Prasinophyceae (Isochrysis galbana, Pavlova lutherii, Pseudoisochrysis paradoxa), Coscinodiscophyceae (Tetraselmis striata, T. sucecia, T. chuii) and Prymnesiophyceae (Skeletonema dohrnii, Thalassiosira pseudonana) were grown in triplicate under different light wavelength environments of red (680 nm), blue (425 nm), green (550 nm), and a standard fluorescent light to determine if growth and the lipid content of arachidonic acid (ArA) (20:4n-6) would be altered. The role of ArA is linked to several health benefits with a particular association to the human nervous system. Supplementary diets have been produced including ArA for products such as baby formula and aquaculture feeds. Growth for all tested classes was found to be greatest under the influence of red wavelengths (p=0.001), followed by blue, then green and the standard, respectively. Wavelength was validated using a spectrophotometer (HACH DR2700). After a growth curve was established, the cultures were inoculated so that samples could be drawn and analyzed during the exponential phase under each wavelength. The levels of ArA were determined through gas chromatography. Algae grown at both the red and blue wavelengths exhibit greater cell density as well as an increase in levels of ArA compared to the standard or green wavelength",MAR. 2007,NOV. 2013,Atlantic Canada Opportunities Agency – Atlantic Innovation Fund (ACOA -AIF) ,Audrie-Jo McConkey (Dalhousie U); Jesse Ronquillo (UBC) ,Aquaculture 
BENTHIC CULTURE OF SEA CUCUMBERS: ASSESSING INTERACTIONS BETWEEN CULTURED AND WILD POPULATIONS AND THE MITIGATION OF ENVIRONMENTAL IMPACTS IN SHELLFISH CO-CULTURE,,Fisheries and Oceans Canada (DFO); University of British Columbia (UBC); Fan Seafoods Ltd.; Klahoose First Nation; Pacific Sea Cucumbers Harvesters Association; Viking Bay Ventures ,"Expanding our knowledge of benthic ranching techniques for the California Sea Cucumber, Parastichopus californicus, and addressing issues such as containment of this species will be mutually beneficial to resource managers and industry partners. High market demand has resulted in a great deal of interest in culturing P. californicus in British Columbia (BC). However, before these operations can proceed to full scale production, additional base-line data are needed to determine the viability and potential impacts of culturing sea cucumbers. The primary aims of this project are to determine: (1) the growth and survival of sea cucumbers in benthic culture; (2) the environmental impact of sea cucumber aquaculture; and (3) the potential interactions between wild and benthic-ranched individuals. Early results from this project are promising for sea cucumber aquaculture in BC. Juvenile individuals have shown good growth and survival when raised in benthic cages both on and away from an existing deep-water oyster farm. When co-cultured with oysters, the nutrient rich benthic habitat at these sites may allow for higher growth rates and stocking densities. High densities of sea cucumbers often found at existing aquaculture sites may help to ameliorate some of the nutrient loading and associated environmental impacts of shellfish aquaculture. However, seasonal changes in sea cucumber density at our study site suggest that if preventing mixing of wild and cultured stocks is desired, some form of containment may be necessary.",APR. 2012,MAR. 2015 ,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Fan Seafoods Ltd.; Klahoose First Nation; Pacific Sea Cucumbers Harvesters Association; Viking Bay Ventures  ,"Chris Pearce (DFO); Dan Curtis, Nick Duprey, Claudia Hand (DFO); Scott McKinley (UBC); Fan Seafoods Ltd.; Klahoose First Nation; Pacific Sea Cucumbers Harvesters Association; Viking Bay Ventures   ",Aquaculture 
"ISOLATION, CULTURE, AND GENOMIC ANALYSIS OF HARMFUL ALGAL SPECIES AFFECTING AQUACULTURE ON THE WEST COAST OF CANADA AND ANALYSIS OF THE HARMFUL ALGAE MONITORING PROGRAM HISTORICAL DATABASE",,Fisheries and Oceans Canada (DFO); Microthalassia Consultants Inc.; Cleanwater Shellfish Ltd.; Creative Salmon Company Ltd.; Grieg Seafood BC Ltd.; Island Scallops Ltd.; Little Wing Oysters Ltd.; Mac’s Oysters Ltd.; Mainstream Canada; Marine Harvest Canada Inc.; Nelson Island Sea Farms Ltd.; Taylor Shellfish Canada ULC.  ,"Harmful Algal Blooms (HABs) are responsible for considerable economic losses due to cultured finfish/shellfish mortalities and toxic harmful algae in shellfish can threaten human health. With the support of the British Columbia salmon aquaculture industry, the Harmful Algae Monitoring Program (HAMP) was established in 1999 as a community program to address the devastating effect of harmful algae on farmed fish. Researchers needed to identify certain HAB species, cultivate these species for study, and analyze previous HAMP data to investigate potential trends between HABs and environmental parameters. Five harmful algal species (with 17 strains in total) were isolated and identified through microscope observation and genetic analysis. These species are in culture at the Pacific Biological Station (PBS), as well as archived with the Canadian Centre for the Culture of Microorganisms at the University of British Columbia, allowing for potential future studies on algal genetics, toxin production, and non-microscopic methods of harmful algae detection. Harmful algal identification posters were created to assist industry in identifying various HAB species. In addition, the analysis of the data collected by the HAMP over the last thirteen years has shown some correlations between various environmental variables and blooms of particular harmful algae species. The results of this research will aid the aquaculture industry in early prediction of HABs and their potential effects, allowing for the early adoption of suitable mitigation measures.
",APR. 2012 ,MAR. 2014,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Cleanwater Shellfish Ltd.; Creative Salmon Company Ltd.; Grieg Seafood BC Ltd.; Island Scallops Ltd.; Little Wing Oysters Ltd.; Mac’s Oysters Ltd.; Mainstream Canada; Marine Harvest Canada Inc.; Nelson Island Sea Farms Ltd.; Taylor Shellfish Canada ULC. ,"Chris Pearce (DFO); Kristi Miller, Amy Tabata, Laurie Keddy (DFO); Nicky Haigh, Svetlana Esenkulova (Microthalassia Consultants Inc.); Cleanwater Shellfish Ltd.; Creative Salmon Company Ltd.; Grieg Seafood BC Ltd.; Island Scallops Ltd.; Little Wing Oysters Ltd.; Mac’s Oysters Ltd.; Mainstream Canada; Marine Harvest Canada Inc.; Nelson Island Sea Farms Ltd.; Taylor Shellfish Canada ULC.  ",Aquaculture 
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
